Freq.	V(ch2)/V(ch1)
1.46017755631166e+03	(4.84575340562890e+00dB,2.88342521208873e+01°)
1.47033389439628e+03	(4.85968250816512e+00dB,2.86667766771697e+01°)
1.48056087539885e+03	(4.87346374055306e+00dB,2.84999266240389e+01°)
1.49085899067970e+03	(4.88709821006615e+00dB,2.83337052646203e+01°)
1.50122873501689e+03	(4.90058702553099e+00dB,2.81681158047742e+01°)
1.51167060662988e+03	(4.91393129709251e+00dB,2.80031613535671e+01°)
1.52218510720357e+03	(4.92713213598220e+00dB,2.78388449237697e+01°)
1.53277274191231e+03	(4.94019065428965e+00dB,2.76751694323796e+01°)
1.54343401944426e+03	(4.95310796473713e+00dB,2.75121377011676e+01°)
1.55416945202575e+03	(4.96588518045768e+00dB,2.73497524572482e+01°)
1.56497955544593e+03	(4.97852341477636e+00dB,2.71880163336732e+01°)
1.57586484908158e+03	(4.99102378099502e+00dB,2.70269318700460e+01°)
1.58682585592199e+03	(5.00338739218039e+00dB,2.68665015131589e+01°)
1.59786310259415e+03	(5.01561536095573e+00dB,2.67067276176503e+01°)
1.60897711938803e+03	(5.02770879929592e+00dB,2.65476124466817e+01°)
1.62016844028205e+03	(5.03966881832612e+00dB,2.63891581726343e+01°)
1.63143760296875e+03	(5.05149652812397e+00dB,2.62313668778243e+01°)
1.64278514888061e+03	(5.06319303752544e+00dB,2.60742405552354e+01°)
1.65421162321608e+03	(5.07475945393419e+00dB,2.59177811092694e+01°)
1.66571757496577e+03	(5.08619688313470e+00dB,2.57619903565119e+01°)
1.67730355693880e+03	(5.09750642910891e+00dB,2.56068700265154e+01°)
1.68897012578940e+03	(5.10868919385670e+00dB,2.54524217625961e+01°)
1.70071784204363e+03	(5.11974627721985e+00dB,2.52986471226458e+01°)
1.71254727012632e+03	(5.13067877670987e+00dB,2.51455475799576e+01°)
1.72445897838818e+03	(5.14148778733942e+00dB,2.49931245240639e+01°)
1.73645353913312e+03	(5.15217440145747e+00dB,2.48413792615877e+01°)
1.74853152864572e+03	(5.16273970858815e+00dB,2.46903130171052e+01°)
1.76069352721897e+03	(5.17318479527330e+00dB,2.45399269340197e+01°)
1.77294011918208e+03	(5.18351074491872e+00dB,2.43902220754453e+01°)
1.78527189292862e+03	(5.19371863764412e+00dB,2.42411994251019e+01°)
1.79768944094474e+03	(5.20380955013675e+00dB,2.40928598882174e+01°)
1.81019335983766e+03	(5.21378455550869e+00dB,2.39452042924405e+01°)
1.82278425036435e+03	(5.22364472315780e+00dB,2.37982333887602e+01°)
1.83546271746036e+03	(5.23339111863235e+00dB,2.36519478524332e+01°)
1.84822937026890e+03	(5.24302480349924e+00dB,2.35063482839182e+01°)
1.86108482217010e+03	(5.25254683521584e+00dB,2.33614352098161e+01°)
1.87402969081051e+03	(5.26195826700546e+00dB,2.32172090838165e+01°)
1.88706459813272e+03	(5.27126014773634e+00dB,2.30736702876485e+01°)
1.90019017040529e+03	(5.28045352180417e+00dB,2.29308191320373e+01°)
1.91340703825283e+03	(5.28953942901825e+00dB,2.27886558576637e+01°)
1.92671583668628e+03	(5.29851890449098e+00dB,2.26471806361280e+01°)
1.94011720513342e+03	(5.30739297853095e+00dB,2.25063935709165e+01°)
1.95361178746963e+03	(5.31616267653937e+00dB,2.23662946983708e+01°)
1.96720023204877e+03	(5.32482901890998e+00dB,2.22268839886590e+01°)
1.98088319173437e+03	(5.33339302093231e+00dB,2.20881613467490e+01°)
1.99466132393099e+03	(5.34185569269821e+00dB,2.19501266133821e+01°)
2.00853529061580e+03	(5.35021803901182e+00dB,2.18127795660482e+01°)
2.02250575837036e+03	(5.35848105930267e+00dB,2.16761199199604e+01°)
2.03657339841271e+03	(5.36664574754212e+00dB,2.15401473290306e+01°)
2.05073888662955e+03	(5.37471309216292e+00dB,2.14048613868429e+01°)
2.06500290360876e+03	(5.38268407598196e+00dB,2.12702616276275e+01°)
2.07936613467208e+03	(5.39055967612615e+00dB,2.11363475272327e+01°)
2.09382926990804e+03	(5.39834086396132e+00dB,2.10031185040945e+01°)
2.10839300420511e+03	(5.40602860502421e+00dB,2.08705739202051e+01°)
2.12305803728509e+03	(5.41362385895742e+00dB,2.07387130820783e+01°)
2.13782507373675e+03	(5.42112757944731e+00dB,2.06075352417122e+01°)
2.15269482304963e+03	(5.42854071416486e+00dB,2.04770395975485e+01°)
2.16766799964820e+03	(5.43586420470929e+00dB,2.03472252954288e+01°)
2.18274532292610e+03	(5.44309898655458e+00dB,2.02180914295465e+01°)
2.19792751728078e+03	(5.45024598899874e+00dB,2.00896370433950e+01°)
2.21321531214826e+03	(5.45730613511581e+00dB,1.99618611307111e+01°)
2.22860944203821e+03	(5.46428034171058e+00dB,1.98347626364142e+01°)
2.24411064656918e+03	(5.47116951927580e+00dB,1.97083404575400e+01°)
2.25971967050421e+03	(5.47797457195222e+00dB,1.95825934441689e+01°)
2.27543726378655e+03	(5.48469639749099e+00dB,1.94575204003499e+01°)
2.29126418157574e+03	(5.49133588721860e+00dB,1.93331200850173e+01°)
2.30720118428386e+03	(5.49789392600433e+00dB,1.92093912129025e+01°)
2.32324903761207e+03	(5.50437139223008e+00dB,1.90863324554394e+01°)
2.33940851258740e+03	(5.51076915776251e+00dB,1.89639424416627e+01°)
2.35568038559982e+03	(5.51708808792754e+00dB,1.88422197591008e+01°)
2.37206543843949e+03	(5.52332904148717e+00dB,1.87211629546608e+01°)
2.38856445833437e+03	(5.52949287061840e+00dB,1.86007705355070e+01°)
2.40517823798801e+03	(5.53558042089443e+00dB,1.84810409699325e+01°)
2.42190757561767e+03	(5.54159253126793e+00dB,1.83619726882225e+01°)
2.43875327499262e+03	(5.54753003405642e+00dB,1.82435640835114e+01°)
2.45571614547282e+03	(5.55339375492972e+00dB,1.81258135126314e+01°)
2.47279700204775e+03	(5.55918451289927e+00dB,1.80087192969533e+01°)
2.48999666537560e+03	(5.56490312030955e+00dB,1.78922797232200e+01°)
2.50731596182268e+03	(5.57055038283131e+00dB,1.77764930443711e+01°)
2.52475572350315e+03	(5.57612709945668e+00dB,1.76613574803602e+01°)
2.54231678831896e+03	(5.58163406249608e+00dB,1.75468712189636e+01°)
2.56000000000015e+03	(5.58707205757690e+00dB,1.74330324165802e+01°)
2.57780620814535e+03	(5.59244186364395e+00dB,1.73198391990236e+01°)
2.59573626826263e+03	(5.59774425296150e+00dB,1.72072896623053e+01°)
2.61379104181057e+03	(5.60297999111703e+00dB,1.70953818734095e+01°)
2.63197139623969e+03	(5.60814983702658e+00dB,1.69841138710586e+01°)
2.65027820503409e+03	(5.61325454294157e+00dB,1.68734836664709e+01°)
2.66871234775343e+03	(5.61829485445721e+00dB,1.67634892441085e+01°)
2.68727471007521e+03	(5.62327151052239e+00dB,1.66541285624171e+01°)
2.70596618383730e+03	(5.62818524345090e+00dB,1.65453995545562e+01°)
2.72478766708077e+03	(5.63303677893413e+00dB,1.64373001291208e+01°)
2.74374006409308e+03	(5.63782683605507e+00dB,1.63298281708541e+01°)
2.76282428545150e+03	(5.64255612730366e+00dB,1.62229815413506e+01°)
2.78204124806688e+03	(5.64722535859336e+00dB,1.61167580797508e+01°)
2.80139187522766e+03	(5.65183522927897e+00dB,1.60111556034264e+01°)
2.82087709664430e+03	(5.65638643217566e+00dB,1.59061719086568e+01°)
2.84049784849386e+03	(5.66087965357912e+00dB,1.58018047712959e+01°)
2.86025507346506e+03	(5.66531557328687e+00dB,1.56980519474300e+01°)
2.88014972080353e+03	(5.66969486462059e+00dB,1.55949111740273e+01°)
2.90018274635742e+03	(5.67401819444959e+00dB,1.54923801695770e+01°)
2.92035511262334e+03	(5.67828622321519e+00dB,1.53904566347203e+01°)
2.94066778879259e+03	(5.68249960495612e+00dB,1.52891382528719e+01°)
2.96112175079772e+03	(5.68665898733490e+00dB,1.51884226908327e+01°)
2.98171798135943e+03	(5.69076501166503e+00dB,1.50883075993929e+01°)
3.00245747003380e+03	(5.69481831293918e+00dB,1.49887906139266e+01°)
3.02334121325978e+03	(5.69881951985812e+00dB,1.48898693549771e+01°)
3.04437021440715e+03	(5.70276925486047e+00dB,1.47915414288337e+01°)
3.06554548382465e+03	(5.70666813415334e+00dB,1.46938044280988e+01°)
3.08686803888854e+03	(5.71051676774355e+00dB,1.45966559322464e+01°)
3.10833890405151e+03	(5.71431575946969e+00dB,1.45000935081725e+01°)
3.12995911089189e+03	(5.71806570703485e+00dB,1.44041147107353e+01°)
3.15172969816318e+03	(5.72176720203995e+00dB,1.43087170832877e+01°)
3.17365171184400e+03	(5.72542083001779e+00dB,1.42138981582009e+01°)
3.19572620518833e+03	(5.72902717046763e+00dB,1.41196554573786e+01°)
3.21795423877608e+03	(5.73258679689036e+00dB,1.40259864927638e+01°)
3.24033688056412e+03	(5.73610027682427e+00dB,1.39328887668361e+01°)
3.26287520593752e+03	(5.73956817188129e+00dB,1.38403597731006e+01°)
3.28557029776124e+03	(5.74299103778374e+00dB,1.37483969965690e+01°)
3.30842324643219e+03	(5.74636942440154e+00dB,1.36569979142316e+01°)
3.33143514993156e+03	(5.74970387578992e+00dB,1.35661599955212e+01°)
3.35460711387762e+03	(5.75299493022750e+00dB,1.34758807027690e+01°)
3.37794025157882e+03	(5.75624312025477e+00dB,1.33861574916521e+01°)
3.40143568408728e+03	(5.75944897271301e+00dB,1.32969878116330e+01°)
3.42509454025266e+03	(5.76261300878346e+00dB,1.32083691063908e+01°)
3.44891795677639e+03	(5.76573574402695e+00dB,1.31202988142448e+01°)
3.47290707826626e+03	(5.76881768842374e+00dB,1.30327743685700e+01°)
3.49706305729147e+03	(5.77185934641367e+00dB,1.29457931982049e+01°)
3.52138705443797e+03	(5.77486121693664e+00dB,1.28593527278513e+01°)
3.54588023836419e+03	(5.77782379347327e+00dB,1.27734503784669e+01°)
3.57054378585726e+03	(5.78074756408581e+00dB,1.26880835676498e+01°)
3.59537888188950e+03	(5.78363301145932e+00dB,1.26032497100156e+01°)
3.62038671967535e+03	(5.78648061294295e+00dB,1.25189462175679e+01°)
3.64556850072874e+03	(5.78929084059144e+00dB,1.24351705000599e+01°)
3.67092543492075e+03	(5.79206416120682e+00dB,1.23519199653501e+01°)
3.69645874053783e+03	(5.79480103638021e+00dB,1.22691920197501e+01°)
3.72216964434023e+03	(5.79750192253368e+00dB,1.21869840683656e+01°)
3.74805938162104e+03	(5.80016727096238e+00dB,1.21052935154304e+01°)
3.77412919626546e+03	(5.80279752787663e+00dB,1.20241177646332e+01°)
3.80038034081061e+03	(5.80539313444413e+00dB,1.19434542194374e+01°)
3.82681407650569e+03	(5.80795452683221e+00dB,1.18633002833952e+01°)
3.85343167337258e+03	(5.81048213625023e+00dB,1.17836533604535e+01°)
3.88023441026687e+03	(5.81297638899185e+00dB,1.17045108552543e+01°)
3.90722357493928e+03	(5.81543770647747e+00dB,1.16258701734282e+01°)
3.93440046409757e+03	(5.81786650529661e+00dB,1.15477287218813e+01°)
3.96176638346877e+03	(5.82026319725028e+00dB,1.14700839090763e+01°)
3.98932264786202e+03	(5.82262818939337e+00dB,1.13929331453065e+01°)
4.01707058123162e+03	(5.82496188407699e+00dB,1.13162738429645e+01°)
4.04501151674075e+03	(5.82726467899076e+00dB,1.12401034168043e+01°)
4.07314679682545e+03	(5.82953696720508e+00dB,1.11644192841974e+01°)
4.10147777325913e+03	(5.83177913721332e+00dB,1.10892188653830e+01°)
4.13000580721756e+03	(5.83399157297395e+00dB,1.10144995837127e+01°)
4.15873226934420e+03	(5.83617465395253e+00dB,1.09402588658887e+01°)
4.18765853981611e+03	(5.83832875516374e+00dB,1.08664941421973e+01°)
4.21678600841025e+03	(5.84045424721314e+00dB,1.07932028467359e+01°)
4.24611607457022e+03	(5.84255149633897e+00dB,1.07203824176349e+01°)
4.27565014747353e+03	(5.84462086445374e+00dB,1.06480302972744e+01°)
4.30538964609930e+03	(5.84666270918572e+00dB,1.05761439324949e+01°)
4.33533599929642e+03	(5.84867738392028e+00dB,1.05047207748033e+01°)
4.36549064585223e+03	(5.85066523784114e+00dB,1.04337582805735e+01°)
4.39585503456159e+03	(5.85262661597140e+00dB,1.03632539112422e+01°)
4.42643062429656e+03	(5.85456185921443e+00dB,1.02932051334987e+01°)
4.45721888407645e+03	(5.85647130439463e+00dB,1.02236094194710e+01°)
4.48822129313840e+03	(5.85835528429800e+00dB,1.01544642469064e+01°)
4.51943934100845e+03	(5.86021412771250e+00dB,1.00857670993470e+01°)
4.55087452757314e+03	(5.86204815946826e+00dB,1.00175154663014e+01°)
4.58252836315152e+03	(5.86385770047759e+00dB,9.94970684341078e+00°)
4.61440236856776e+03	(5.86564306777480e+00dB,9.88233873261085e+00°)
4.64649807522417e+03	(5.86740457455580e+00dB,9.81540864228959e+00°)
4.67881702517484e+03	(5.86914253021752e+00dB,9.74891408744007e+00°)
4.71136077119967e+03	(5.87085724039710e+00dB,9.68285258980923e+00°)
4.74413087687901e+03	(5.87254900701085e+00dB,9.61722167804228e+00°)
4.77712891666877e+03	(5.87421812829302e+00dB,9.55201888782297e+00°)
4.81035647597606e+03	(5.87586489883434e+00dB,9.48724176200971e+00°)
4.84381515123538e+03	(5.87748960962030e+00dB,9.42288785076760e+00°)
4.87750654998529e+03	(5.87909254806922e+00dB,9.35895471169657e+00°)
4.91143229094568e+03	(5.88067399807012e+00dB,9.29543990995553e+00°)
4.94559400409554e+03	(5.88223424002023e+00dB,9.23234101838271e+00°)
4.97999333075124e+03	(5.88377355086242e+00dB,9.16965561761227e+00°)
5.01463192364540e+03	(5.88529220412226e+00dB,9.10738129618708e+00°)
5.04951144700634e+03	(5.88679046994486e+00dB,9.04551565066802e+00°)
5.08463357663797e+03	(5.88826861513150e+00dB,8.98405628573962e+00°)
5.12000000000035e+03	(5.88972690317593e+00dB,8.92300081431214e+00°)
5.15561241629075e+03	(5.89116559430050e+00dB,8.86234685762037e+00°)
5.19147253652530e+03	(5.89258494549195e+00dB,8.80209204531889e+00°)
5.22758208362118e+03	(5.89398521053700e+00dB,8.74223401557411e+00°)
5.26394279247942e+03	(5.89536664005762e+00dB,8.68277041515301e+00°)
5.30055641006821e+03	(5.89672948154610e+00dB,8.62369889950873e+00°)
5.33742469550690e+03	(5.89807397939979e+00dB,8.56501713286298e+00°)
5.37454942015047e+03	(5.89940037495559e+00dB,8.50672278828542e+00°)
5.41193236767464e+03	(5.90070890652421e+00dB,8.44881354777001e+00°)
5.44957533416157e+03	(5.90199980942412e+00dB,8.39128710230841e+00°)
5.48748012818620e+03	(5.90327331601521e+00dB,8.33414115196049e+00°)
5.52564857090304e+03	(5.90452965573221e+00dB,8.27737340592201e+00°)
5.56408249613380e+03	(5.90576905511786e+00dB,8.22098158258944e+00°)
5.60278375045537e+03	(5.90699173785572e+00dB,8.16496340962219e+00°)
5.64175419328863e+03	(5.90819792480281e+00dB,8.10931662400206e+00°)
5.68099569698776e+03	(5.90938783402185e+00dB,8.05403897209009e+00°)
5.72051014693016e+03	(5.91056168081338e+00dB,7.99912820968087e+00°)
5.76029944160710e+03	(5.91171967774745e+00dB,7.94458210205436e+00°)
5.80036549271489e+03	(5.91286203469512e+00dB,7.89039842402512e+00°)
5.84071022524673e+03	(5.91398895885969e+00dB,7.83657495998931e+00°)
5.88133557758522e+03	(5.91510065480756e+00dB,7.78310950396918e+00°)
5.92224350159548e+03	(5.91619732449896e+00dB,7.72999985965531e+00°)
5.96343596271891e+03	(5.91727916731827e+00dB,7.67724384044660e+00°)
6.00491494006764e+03	(5.91834638010410e+00dB,7.62483926948800e+00°)
6.04668242651961e+03	(5.91939915717916e+00dB,7.57278397970612e+00°)
6.08874042881435e+03	(5.92043769037976e+00dB,7.52107581384265e+00°)
6.13109096764934e+03	(5.92146216908511e+00dB,7.46971262448576e+00°)
6.17373607777712e+03	(5.92247278024625e+00dB,7.41869227409950e+00°)
6.21667780810307e+03	(5.92346970841486e+00dB,7.36801263505103e+00°)
6.25991822178383e+03	(5.92445313577162e+00dB,7.31767158963619e+00°)
6.30345939632641e+03	(5.92542324215442e+00dB,7.26766703010292e+00°)
6.34730342368805e+03	(5.92638020508624e+00dB,7.21799685867291e+00°)
6.39145241037670e+03	(5.92732419980278e+00dB,7.16865898756149e+00°)
6.43590847755221e+03	(5.92825539927984e+00dB,7.11965133899562e+00°)
6.48067376112829e+03	(5.92917397426036e+00dB,7.07097184523030e+00°)
6.52575041187508e+03	(5.93008009328129e+00dB,7.02261844856306e+00°)
6.57114059552253e+03	(5.93097392270009e+00dB,6.97458910134706e+00°)
6.61684649286443e+03	(5.93185562672104e+00dB,6.92688176600232e+00°)
6.66287029986317e+03	(5.93272536742125e+00dB,6.87949441502552e+00°)
6.70921422775529e+03	(5.93358330477643e+00dB,6.83242503099822e+00°)
6.75588050315770e+03	(5.93442959668636e+00dB,6.78567160659352e+00°)
6.80287136817462e+03	(5.93526439900013e+00dB,6.73923214458130e+00°)
6.85018908050538e+03	(5.93608786554111e+00dB,6.69310465783202e+00°)
6.89783591355282e+03	(5.93690014813167e+00dB,6.64728716931906e+00°)
6.94581415653257e+03	(5.93770139661760e+00dB,6.60177771211972e+00°)
6.99412611458300e+03	(5.93849175889236e+00dB,6.55657432941492e+00°)
7.04277410887599e+03	(5.93927138092097e+00dB,6.51167507448751e+00°)
7.09176047672844e+03	(5.94004040676375e+00dB,6.46707801071939e+00°)
7.14108757171458e+03	(5.94079897859972e+00dB,6.42278121158735e+00°)
7.19075776377906e+03	(5.94154723674981e+00dB,6.37878276065762e+00°)
7.24077343935076e+03	(5.94228531969980e+00dB,6.33508075157944e+00°)
7.29113700145753e+03	(5.94301336412300e+00dB,6.29167328807724e+00°)
7.34185086984156e+03	(5.94373150490272e+00dB,6.24855848394189e+00°)
7.39291748107571e+03	(5.94443987515446e+00dB,6.20573446302070e+00°)
7.44433928868052e+03	(5.94513860624788e+00dB,6.16319935920650e+00°)
7.49611876324214e+03	(5.94582782782851e+00dB,6.12095131642559e+00°)
7.54825839253098e+03	(5.94650766783929e+00dB,6.07898848862467e+00°)
7.60076068162128e+03	(5.94717825254173e+00dB,6.03730903975685e+00°)
7.65362815301143e+03	(5.94783970653700e+00dB,5.99591114376668e+00°)
7.70686334674522e+03	(5.94849215278668e+00dB,5.95479298457418e+00°)
7.76046882053380e+03	(5.94913571263330e+00dB,5.91395275605808e+00°)
7.81444714987863e+03	(5.94977050582070e+00dB,5.87338866203808e+00°)
7.86880092819519e+03	(5.95039665051407e+00dB,5.83309891625631e+00°)
7.92353276693761e+03	(5.95101426331985e+00dB,5.79308174235791e+00°)
7.97864529572410e+03	(5.95162345930536e+00dB,5.75333537387086e+00°)
8.03414116246331e+03	(5.95222435201824e+00dB,5.71385805418492e+00°)
8.09002303348157e+03	(5.95281705350562e+00dB,5.67464803652994e+00°)
8.14629359365096e+03	(5.95340167433309e+00dB,5.63570358395331e+00°)
8.20295554651833e+03	(5.95397832360353e+00dB,5.59702296929675e+00°)
8.26001161443517e+03	(5.95454710897558e+00dB,5.55860447517238e+00°)
8.31746453868846e+03	(5.95510813668202e+00dB,5.52044639393809e+00°)
8.37531707963229e+03	(5.95566151154787e+00dB,5.48254702767231e+00°)
8.43357201682056e+03	(5.95620733700833e+00dB,5.44490468814805e+00°)
8.49223214914050e+03	(5.95674571512647e+00dB,5.40751769680642e+00°)
8.55130029494713e+03	(5.95727674661071e+00dB,5.37038438472946e+00°)
8.61077929219867e+03	(5.95780053083217e+00dB,5.33350309261245e+00°)
8.67067199859291e+03	(5.95831716584171e+00dB,5.29687217073563e+00°)
8.73098129170452e+03	(5.95882674838683e+00dB,5.26048997893533e+00°)
8.79171006912324e+03	(5.95932937392842e+00dB,5.22435488657469e+00°)
8.85286124859319e+03	(5.95982513665718e+00dB,5.18846527251374e+00°)
8.91443776815297e+03	(5.96031412950997e+00dB,5.15281952507905e+00°)
8.97644258627686e+03	(5.96079644418594e+00dB,5.11741604203290e+00°)
9.03887868201697e+03	(5.96127217116237e+00dB,5.08225323054197e+00°)
9.10174905514635e+03	(5.96174139971049e+00dB,5.04732950714561e+00°)
9.16505672630312e+03	(5.96220421791097e+00dB,5.01264329772364e+00°)
9.22880473713558e+03	(5.96266071266929e+00dB,4.97819303746378e+00°)
9.29299615044841e+03	(5.96311096973091e+00dB,4.94397717082863e+00°)
9.35763405034975e+03	(5.96355507369627e+00dB,4.90999415152231e+00°)
9.42272154239942e+03	(5.96399310803557e+00dB,4.87624244245674e+00°)
9.48826175375810e+03	(5.96442515510347e+00dB,4.84272051571746e+00°)
9.55425783333762e+03	(5.96485129615347e+00dB,4.80942685252923e+00°)
9.62071295195219e+03	(5.96527161135221e+00dB,4.77635994322125e+00°)
9.68763030247082e+03	(5.96568617979362e+00dB,4.74351828719204e+00°)
9.75501309997065e+03	(5.96609507951281e+00dB,4.71090039287406e+00°)
9.82286458189144e+03	(5.96649838749984e+00dB,4.67850477769797e+00°)
9.89118800819116e+03	(5.96689617971335e+00dB,4.64632996805671e+00°)
9.95998666150255e+03	(5.96728853109397e+00dB,4.61437449926924e+00°)
1.00292638472909e+04	(5.96767551557756e+00dB,4.58263691554400e+00°)
1.00990228940128e+04	(5.96805720610838e+00dB,4.55111576994222e+00°)
1.01692671532760e+04	(5.96843367465198e+00dB,4.51980962434093e+00°)
1.02400000000008e+04	(5.96880499220801e+00dB,4.48871704939574e+00°)
1.03112248325816e+04	(5.96917122882284e+00dB,4.45783662450346e+00°)
1.03829450730507e+04	(5.96953245360203e+00dB,4.42716693776443e+00°)
1.04551641672424e+04	(5.96988873472267e+00dB,4.39670658594482e+00°)
1.05278855849589e+04	(5.97024013944548e+00dB,4.36645417443852e+00°)
1.06011128201365e+04	(5.97058673412693e+00dB,4.33640831722909e+00°)
1.06748493910139e+04	(5.97092858423098e+00dB,4.30656763685138e+00°)
1.07490988403010e+04	(5.97126575434091e+00dB,4.27693076435310e+00°)
1.08238647353494e+04	(5.97159830817082e+00dB,4.24749633925617e+00°)
1.08991506683232e+04	(5.97192630857707e+00dB,4.21826300951799e+00°)
1.09749602563725e+04	(5.97224981756959e+00dB,4.18922943149260e+00°)
1.10512971418062e+04	(5.97256889632299e+00dB,4.16039426989163e+00°)
1.11281649922677e+04	(5.97288360518759e+00dB,4.13175619774525e+00°)
1.12055675009108e+04	(5.97319400370026e+00dB,4.10331389636293e+00°)
1.12835083865774e+04	(5.97350015059515e+00dB,4.07506605529420e+00°)
1.13619913939756e+04	(5.97380210381431e+00dB,4.04701137228922e+00°)
1.14410202938604e+04	(5.97409992051812e+00dB,4.01914855325937e+00°)
1.15205988832143e+04	(5.97439365709565e+00dB,3.99147631223769e+00°)
1.16007309854299e+04	(5.97468336917480e+00dB,3.96399337133930e+00°)
1.16814204504936e+04	(5.97496911163243e+00dB,3.93669846072181e+00°)
1.17626711551705e+04	(5.97525093860426e+00dB,3.90959031854550e+00°)
1.18444870031911e+04	(5.97552890349471e+00dB,3.88266769093374e+00°)
1.19268719254379e+04	(5.97580305898658e+00dB,3.85592933193310e+00°)
1.20098298801354e+04	(5.97607345705059e+00dB,3.82937400347360e+00°)
1.20933648530393e+04	(5.97634014895487e+00dB,3.80300047532889e+00°)
1.21774808576288e+04	(5.97660318527426e+00dB,3.77680752507636e+00°)
1.22621819352988e+04	(5.97686261589952e+00dB,3.75079393805735e+00°)
1.23474721555543e+04	(5.97711849004640e+00dB,3.72495850733724e+00°)
1.24333556162062e+04	(5.97737085626465e+00dB,3.69930003366563e+00°)
1.25198364435677e+04	(5.97761976244684e+00dB,3.67381732543642e+00°)
1.26069187926529e+04	(5.97786525583711e+00dB,3.64850919864804e+00°)
1.26946068473762e+04	(5.97810738303983e+00dB,3.62337447686358e+00°)
1.27829048207535e+04	(5.97834619002808e+00dB,3.59841199117096e+00°)
1.28718169551045e+04	(5.97858172215209e+00dB,3.57362058014320e+00°)
1.29613475222567e+04	(5.97881402414751e+00dB,3.54899908979862e+00°)
1.30515008237503e+04	(5.97904314014365e+00dB,3.52454637356114e+00°)
1.31422811910452e+04	(5.97926911367155e+00dB,3.50026129222061e+00°)
1.32336929857290e+04	(5.97949198767194e+00dB,3.47614271389313e+00°)
1.33257405997264e+04	(5.97971180450315e+00dB,3.45218951398150e+00°)
1.34184284555107e+04	(5.97992860594889e+00dB,3.42840057513568e+00°)
1.35117610063155e+04	(5.98014243322591e+00dB,3.40477478721330e+00°)
1.36057427363493e+04	(5.98035332699162e+00dB,3.38131104724022e+00°)
1.37003781610109e+04	(5.98056132735153e+00dB,3.35800825937121e+00°)
1.37956718271057e+04	(5.98076647386663e+00dB,3.33486533485064e+00°)
1.38916283130652e+04	(5.98096880556073e+00dB,3.31188119197325e+00°)
1.39882522291661e+04	(5.98116836092762e+00dB,3.28905475604501e+00°)
1.40855482177521e+04	(5.98136517793816e+00dB,3.26638495934409e+00°)
1.41835209534570e+04	(5.98155929404730e+00dB,3.24387074108181e+00°)
1.42821751434293e+04	(5.98175074620102e+00dB,3.22151104736377e+00°)
1.43815155275582e+04	(5.98193957084310e+00dB,3.19930483115107e+00°)
1.44815468787016e+04	(5.98212580392193e+00dB,3.17725105222152e+00°)
1.45822740029152e+04	(5.98230948089710e+00dB,3.15534867713106e+00°)
1.46837017396832e+04	(5.98249063674600e+00dB,3.13359667917518e+00°)
1.47858349621515e+04	(5.98266930597026e+00dB,3.11199403835055e+00°)
1.48886785773612e+04	(5.98284552260218e+00dB,3.09053974131663e+00°)
1.49922375264844e+04	(5.98301932021101e+00dB,3.06923278135745e+00°)
1.50965167850621e+04	(5.98319073190921e+00dB,3.04807215834350e+00°)
1.52015213632427e+04	(5.98335979035853e+00dB,3.02705687869372e+00°)
1.53072563060230e+04	(5.98352652777616e+00dB,3.00618595533757e+00°)
1.54137266934906e+04	(5.98369097594064e+00dB,2.98545840767727e+00°)
1.55209376410677e+04	(5.98385316619780e+00dB,2.96487326155011e+00°)
1.56288942997574e+04	(5.98401312946657e+00dB,2.94442954919090e+00°)
1.57376018563905e+04	(5.98417089624476e+00dB,2.92412630919452e+00°)
1.58470655338753e+04	(5.98432649661470e+00dB,2.90396258647865e+00°)
1.59572905914483e+04	(5.98447996024886e+00dB,2.88393743224652e+00°)
1.60682823249267e+04	(5.98463131641537e+00dB,2.86404990394987e+00°)
1.61800460669633e+04	(5.98478059398347e+00dB,2.84429906525204e+00°)
1.62925871873020e+04	(5.98492782142891e+00dB,2.82468398599112e+00°)
1.64059110930368e+04	(5.98507302683924e+00dB,2.80520374214329e+00°)
1.65200232288705e+04	(5.98521623791904e+00dB,2.78585741578627e+00°)
1.66349290773770e+04	(5.98535748199513e+00dB,2.76664409506295e+00°)
1.67506341592647e+04	(5.98549678602163e+00dB,2.74756287414502e+00°)
1.68671440336413e+04	(5.98563417658504e+00dB,2.72861285319693e+00°)
1.69844642982811e+04	(5.98576967990913e+00dB,2.70979313833982e+00°)
1.71026005898944e+04	(5.98590332185996e+00dB,2.69110284161570e+00°)
1.72215585843975e+04	(5.98603512795061e+00dB,2.67254108095170e+00°)
1.73413439971860e+04	(5.98616512334598e+00dB,2.65410698012450e+00°)
1.74619625834092e+04	(5.98629333286755e+00dB,2.63579966872490e+00°)
1.75834201382466e+04	(5.98641978099798e+00dB,2.61761828212251e+00°)
1.77057224971865e+04	(5.98654449188568e+00dB,2.59956196143062e+00°)
1.78288755363061e+04	(5.98666748934939e+00dB,2.58162985347117e+00°)
1.79528851725539e+04	(5.98678879688260e+00dB,2.56382111073994e+00°)
1.80777573640341e+04	(5.98690843765796e+00dB,2.54613489137178e+00°)
1.82034981102928e+04	(5.98702643453166e+00dB,2.52857035910612e+00°)
1.83301134526064e+04	(5.98714281004765e+00dB,2.51112668325248e+00°)
1.84576094742713e+04	(5.98725758644196e+00dB,2.49380303865630e+00°)
