Freq.	V(vout)/V(vin)
2.98762691422520e+01	(-3.46730496742792e+01dB,8.49550696920189e+01°)
2.98969849727039e+01	(-3.46670756631033e+01dB,8.49515896715159e+01°)
2.99177151672529e+01	(-3.46611017160572e+01dB,8.49481072753934e+01°)
2.99384597358590e+01	(-3.46551278332282e+01dB,8.49446225020813e+01°)
2.99592186884888e+01	(-3.46491540147043e+01dB,8.49411353500084e+01°)
2.99799920351161e+01	(-3.46431802605732e+01dB,8.49376458176027e+01°)
3.00007797857215e+01	(-3.46372065709227e+01dB,8.49341539032910e+01°)
3.00215819502926e+01	(-3.46312329458411e+01dB,8.49306596054996e+01°)
3.00423985388238e+01	(-3.46252593854164e+01dB,8.49271629226534e+01°)
3.00632295613164e+01	(-3.46192858897369e+01dB,8.49236638531768e+01°)
3.00840750277789e+01	(-3.46133124588911e+01dB,8.49201623954929e+01°)
3.01049349482265e+01	(-3.46073390929675e+01dB,8.49166585480241e+01°)
3.01258093326815e+01	(-3.46013657920548e+01dB,8.49131523091919e+01°)
3.01466981911728e+01	(-3.45953925562416e+01dB,8.49096436774166e+01°)
3.01676015337368e+01	(-3.45894193856169e+01dB,8.49061326511177e+01°)
3.01885193704164e+01	(-3.45834462802698e+01dB,8.49026192287139e+01°)
3.02094517112617e+01	(-3.45774732402893e+01dB,8.48991034086229e+01°)
3.02303985663298e+01	(-3.45715002657646e+01dB,8.48955851892613e+01°)
3.02513599456845e+01	(-3.45655273567852e+01dB,8.48920645690449e+01°)
3.02723358593968e+01	(-3.45595545134406e+01dB,8.48885415463887e+01°)
3.02933263175448e+01	(-3.45535817358202e+01dB,8.48850161197064e+01°)
3.03143313302132e+01	(-3.45476090240140e+01dB,8.48814882874111e+01°)
3.03353509074941e+01	(-3.45416363781116e+01dB,8.48779580479148e+01°)
3.03563850594864e+01	(-3.45356637982031e+01dB,8.48744253996286e+01°)
3.03774337962959e+01	(-3.45296912843786e+01dB,8.48708903409627e+01°)
3.03984971280356e+01	(-3.45237188367283e+01dB,8.48673528703262e+01°)
3.04195750648255e+01	(-3.45177464553425e+01dB,8.48638129861276e+01°)
3.04406676167925e+01	(-3.45117741403116e+01dB,8.48602706867741e+01°)
3.04617747940705e+01	(-3.45058018917263e+01dB,8.48567259706721e+01°)
3.04828966068007e+01	(-3.44998297096772e+01dB,8.48531788362272e+01°)
3.05040330651310e+01	(-3.44938575942551e+01dB,8.48496292818438e+01°)
3.05251841792165e+01	(-3.44878855455511e+01dB,8.48460773059255e+01°)
3.05463499592194e+01	(-3.44819135636561e+01dB,8.48425229068751e+01°)
3.05675304153087e+01	(-3.44759416486613e+01dB,8.48389660830941e+01°)
3.05887255576607e+01	(-3.44699698006581e+01dB,8.48354068329834e+01°)
3.06099353964587e+01	(-3.44639980197378e+01dB,8.48318451549427e+01°)
3.06311599418930e+01	(-3.44580263059920e+01dB,8.48282810473711e+01°)
3.06523992041610e+01	(-3.44520546595125e+01dB,8.48247145086664e+01°)
3.06736531934672e+01	(-3.44460830803909e+01dB,8.48211455372256e+01°)
3.06949219200231e+01	(-3.44401115687192e+01dB,8.48175741314448e+01°)
3.07162053940474e+01	(-3.44341401245895e+01dB,8.48140002897191e+01°)
3.07375036257657e+01	(-3.44281687480939e+01dB,8.48104240104427e+01°)
3.07588166254108e+01	(-3.44221974393247e+01dB,8.48068452920087e+01°)
3.07801444032227e+01	(-3.44162261983743e+01dB,8.48032641328096e+01°)
3.08014869694483e+01	(-3.44102550253353e+01dB,8.47996805312366e+01°)
3.08228443343417e+01	(-3.44042839203003e+01dB,8.47960944856802e+01°)
3.08442165081643e+01	(-3.43983128833622e+01dB,8.47925059945298e+01°)
3.08656035011841e+01	(-3.43923419146137e+01dB,8.47889150561738e+01°)
3.08870053236769e+01	(-3.43863710141480e+01dB,8.47853216689999e+01°)
3.09084219859250e+01	(-3.43804001820582e+01dB,8.47817258313948e+01°)
3.09298534982182e+01	(-3.43744294184377e+01dB,8.47781275417439e+01°)
3.09512998708533e+01	(-3.43684587233797e+01dB,8.47745267984322e+01°)
3.09727611141343e+01	(-3.43624880969779e+01dB,8.47709235998433e+01°)
3.09942372383724e+01	(-3.43565175393259e+01dB,8.47673179443601e+01°)
3.10157282538857e+01	(-3.43505470505175e+01dB,8.47637098303645e+01°)
3.10372341709997e+01	(-3.43445766306466e+01dB,8.47600992562375e+01°)
3.10587550000471e+01	(-3.43386062798073e+01dB,8.47564862203589e+01°)
3.10802907513675e+01	(-3.43326359980937e+01dB,8.47528707211080e+01°)
3.11018414353079e+01	(-3.43266657856000e+01dB,8.47492527568626e+01°)
3.11234070622223e+01	(-3.43206956424209e+01dB,8.47456323260001e+01°)
3.11449876424720e+01	(-3.43147255686506e+01dB,8.47420094268965e+01°)
3.11665831864255e+01	(-3.43087555643841e+01dB,8.47383840579272e+01°)
3.11881937044585e+01	(-3.43027856297159e+01dB,8.47347562174665e+01°)
3.12098192069537e+01	(-3.42968157647411e+01dB,8.47311259038877e+01°)
3.12314597043012e+01	(-3.42908459695548e+01dB,8.47274931155631e+01°)
3.12531152068983e+01	(-3.42848762442520e+01dB,8.47238578508643e+01°)
3.12747857251493e+01	(-3.42789065889281e+01dB,8.47202201081618e+01°)
3.12964712694660e+01	(-3.42729370036786e+01dB,8.47165798858250e+01°)
3.13181718502673e+01	(-3.42669674885989e+01dB,8.47129371822226e+01°)
3.13398874779792e+01	(-3.42609980437849e+01dB,8.47092919957222e+01°)
3.13616181630352e+01	(-3.42550286693322e+01dB,8.47056443246906e+01°)
3.13833639158757e+01	(-3.42490593653369e+01dB,8.47019941674934e+01°)
3.14051247469485e+01	(-3.42430901318950e+01dB,8.46983415224955e+01°)
3.14269006667089e+01	(-3.42371209691028e+01dB,8.46946863880606e+01°)
3.14486916856189e+01	(-3.42311518770565e+01dB,8.46910287625518e+01°)
3.14704978141483e+01	(-3.42251828558527e+01dB,8.46873686443308e+01°)
3.14923190627738e+01	(-3.42192139055878e+01dB,8.46837060317587e+01°)
3.15141554419795e+01	(-3.42132450263587e+01dB,8.46800409231954e+01°)
3.15360069622568e+01	(-3.42072762182622e+01dB,8.46763733170002e+01°)
3.15578736341043e+01	(-3.42013074813953e+01dB,8.46727032115310e+01°)
3.15797554680279e+01	(-3.41953388158551e+01dB,8.46690306051450e+01°)
3.16016524745408e+01	(-3.41893702217388e+01dB,8.46653554961985e+01°)
3.16235646641635e+01	(-3.41834016991437e+01dB,8.46616778830466e+01°)
3.16454920474237e+01	(-3.41774332481675e+01dB,8.46579977640437e+01°)
3.16674346348566e+01	(-3.41714648689077e+01dB,8.46543151375431e+01°)
3.16893924370045e+01	(-3.41654965614621e+01dB,8.46506300018972e+01°)
3.17113654644171e+01	(-3.41595283259285e+01dB,8.46469423554573e+01°)
3.17333537276515e+01	(-3.41535601624051e+01dB,8.46432521965741e+01°)
3.17553572372718e+01	(-3.41475920709899e+01dB,8.46395595235969e+01°)
3.17773760038499e+01	(-3.41416240517812e+01dB,8.46358643348743e+01°)
3.17994100379647e+01	(-3.41356561048776e+01dB,8.46321666287540e+01°)
3.18214593502025e+01	(-3.41296882303774e+01dB,8.46284664035825e+01°)
3.18435239511570e+01	(-3.41237204283794e+01dB,8.46247636577055e+01°)
3.18656038514291e+01	(-3.41177526989825e+01dB,8.46210583894678e+01°)
3.18876990616272e+01	(-3.41117850422854e+01dB,8.46173505972130e+01°)
3.19098095923671e+01	(-3.41058174583875e+01dB,8.46136402792841e+01°)
3.19319354542718e+01	(-3.40998499473877e+01dB,8.46099274340229e+01°)
3.19540766579717e+01	(-3.40938825093856e+01dB,8.46062120597701e+01°)
3.19762332141047e+01	(-3.40879151444805e+01dB,8.46024941548658e+01°)
3.19984051333159e+01	(-3.40819478527721e+01dB,8.45987737176490e+01°)
3.20205924262580e+01	(-3.40759806343601e+01dB,8.45950507464575e+01°)
3.20427951035907e+01	(-3.40700134893444e+01dB,8.45913252396284e+01°)
3.20650131759816e+01	(-3.40640464178250e+01dB,8.45875971954979e+01°)
3.20872466541053e+01	(-3.40580794199021e+01dB,8.45838666124011e+01°)
3.21094955486440e+01	(-3.40521124956758e+01dB,8.45801334886720e+01°)
3.21317598702872e+01	(-3.40461456452467e+01dB,8.45763978226439e+01°)
3.21540396297319e+01	(-3.40401788687153e+01dB,8.45726596126490e+01°)
3.21763348376825e+01	(-3.40342121661823e+01dB,8.45689188570186e+01°)
3.21986455048508e+01	(-3.40282455377484e+01dB,8.45651755540830e+01°)
3.22209716419559e+01	(-3.40222789835147e+01dB,8.45614297021716e+01°)
3.22433132597246e+01	(-3.40163125035822e+01dB,8.45576812996126e+01°)
3.22656703688910e+01	(-3.40103460980521e+01dB,8.45539303447336e+01°)
3.22880429801965e+01	(-3.40043797670258e+01dB,8.45501768358610e+01°)
3.23104311043903e+01	(-3.39984135106048e+01dB,8.45464207713202e+01°)
3.23328347522286e+01	(-3.39924473288908e+01dB,8.45426621494358e+01°)
3.23552539344755e+01	(-3.39864812219853e+01dB,8.45389009685313e+01°)
3.23776886619023e+01	(-3.39805151899905e+01dB,8.45351372269294e+01°)
3.24001389452878e+01	(-3.39745492330083e+01dB,8.45313709229517e+01°)
3.24226047954183e+01	(-3.39685833511408e+01dB,8.45276020549187e+01°)
3.24450862230877e+01	(-3.39626175444904e+01dB,8.45238306211503e+01°)
3.24675832390971e+01	(-3.39566518131596e+01dB,8.45200566199652e+01°)
3.24900958542554e+01	(-3.39506861572508e+01dB,8.45162800496810e+01°)
3.25126240793788e+01	(-3.39447205768669e+01dB,8.45125009086147e+01°)
3.25351679252911e+01	(-3.39387550721107e+01dB,8.45087191950821e+01°)
3.25577274028234e+01	(-3.39327896430852e+01dB,8.45049349073979e+01°)
3.25803025228146e+01	(-3.39268242898935e+01dB,8.45011480438761e+01°)
3.26028932961111e+01	(-3.39208590126389e+01dB,8.44973586028297e+01°)
3.26254997335664e+01	(-3.39148938114247e+01dB,8.44935665825705e+01°)
3.26481218460421e+01	(-3.39089286863546e+01dB,8.44897719814097e+01°)
3.26707596444070e+01	(-3.39029636375322e+01dB,8.44859747976571e+01°)
3.26934131395374e+01	(-3.38969986650613e+01dB,8.44821750296219e+01°)
3.27160823423173e+01	(-3.38910337690459e+01dB,8.44783726756121e+01°)
3.27387672636382e+01	(-3.38850689495902e+01dB,8.44745677339349e+01°)
3.27614679143992e+01	(-3.38791042067982e+01dB,8.44707602028964e+01°)
3.27841843055068e+01	(-3.38731395407745e+01dB,8.44669500808018e+01°)
3.28069164478752e+01	(-3.38671749516235e+01dB,8.44631373659552e+01°)
3.28296643524261e+01	(-3.38612104394499e+01dB,8.44593220566600e+01°)
3.28524280300888e+01	(-3.38552460043585e+01dB,8.44555041512184e+01°)
3.28752074918002e+01	(-3.38492816464542e+01dB,8.44516836479317e+01°)
3.28980027485047e+01	(-3.38433173658421e+01dB,8.44478605451001e+01°)
3.29208138111545e+01	(-3.38373531626274e+01dB,8.44440348410232e+01°)
3.29436406907091e+01	(-3.38313890369155e+01dB,8.44402065339992e+01°)
3.29664833981358e+01	(-3.38254249888119e+01dB,8.44363756223255e+01°)
3.29893419444094e+01	(-3.38194610184221e+01dB,8.44325421042986e+01°)
3.30122163405125e+01	(-3.38134971258521e+01dB,8.44287059782140e+01°)
3.30351065974350e+01	(-3.38075333112076e+01dB,8.44248672423660e+01°)
3.30580127261747e+01	(-3.38015695745948e+01dB,8.44210258950484e+01°)
3.30809347377368e+01	(-3.37956059161199e+01dB,8.44171819345536e+01°)
3.31038726431344e+01	(-3.37896423358892e+01dB,8.44133353591731e+01°)
3.31268264533880e+01	(-3.37836788340092e+01dB,8.44094861671977e+01°)
3.31497961795259e+01	(-3.37777154105866e+01dB,8.44056343569168e+01°)
3.31727818325839e+01	(-3.37717520657280e+01dB,8.44017799266192e+01°)
3.31957834236055e+01	(-3.37657887995405e+01dB,8.43979228745925e+01°)
3.32188009636420e+01	(-3.37598256121310e+01dB,8.43940631991234e+01°)
3.32418344637522e+01	(-3.37538625036069e+01dB,8.43902008984977e+01°)
3.32648839350025e+01	(-3.37478994740753e+01dB,8.43863359710001e+01°)
3.32879493884673e+01	(-3.37419365236438e+01dB,8.43824684149144e+01°)
3.33110308352282e+01	(-3.37359736524201e+01dB,8.43785982285233e+01°)
3.33341282863750e+01	(-3.37300108605119e+01dB,8.43747254101088e+01°)
3.33572417530049e+01	(-3.37240481480271e+01dB,8.43708499579516e+01°)
3.33803712462227e+01	(-3.37180855150738e+01dB,8.43669718703317e+01°)
3.34035167771411e+01	(-3.37121229617602e+01dB,8.43630911455278e+01°)
3.34266783568805e+01	(-3.37061604881946e+01dB,8.43592077818180e+01°)
3.34498559965688e+01	(-3.37001980944856e+01dB,8.43553217774792e+01°)
3.34730497073420e+01	(-3.36942357807417e+01dB,8.43514331307873e+01°)
3.34962595003434e+01	(-3.36882735470718e+01dB,8.43475418400174e+01°)
3.35194853867243e+01	(-3.36823113935847e+01dB,8.43436479034434e+01°)
3.35427273776436e+01	(-3.36763493203896e+01dB,8.43397513193384e+01°)
3.35659854842680e+01	(-3.36703873275957e+01dB,8.43358520859743e+01°)
3.35892597177720e+01	(-3.36644254153123e+01dB,8.43319502016224e+01°)
3.36125500893377e+01	(-3.36584635836490e+01dB,8.43280456645527e+01°)
3.36358566101550e+01	(-3.36525018327153e+01dB,8.43241384730342e+01°)
3.36591792914216e+01	(-3.36465401626212e+01dB,8.43202286253352e+01°)
3.36825181443430e+01	(-3.36405785734765e+01dB,8.43163161197228e+01°)
3.37058731801325e+01	(-3.36346170653914e+01dB,8.43124009544632e+01°)
3.37292444100109e+01	(-3.36286556384760e+01dB,8.43084831278215e+01°)
3.37526318452071e+01	(-3.36226942928408e+01dB,8.43045626380621e+01°)
3.37760354969577e+01	(-3.36167330285963e+01dB,8.43006394834480e+01°)
3.37994553765070e+01	(-3.36107718458533e+01dB,8.42967136622416e+01°)
3.38228914951071e+01	(-3.36048107447224e+01dB,8.42927851727042e+01°)
3.38463438640181e+01	(-3.35988497253147e+01dB,8.42888540130960e+01°)
3.38698124945076e+01	(-3.35928887877414e+01dB,8.42849201816763e+01°)
3.38932973978512e+01	(-3.35869279321137e+01dB,8.42809836767036e+01°)
3.39167985853324e+01	(-3.35809671585430e+01dB,8.42770444964351e+01°)
3.39403160682423e+01	(-3.35750064671408e+01dB,8.42731026391271e+01°)
3.39638498578801e+01	(-3.35690458580190e+01dB,8.42691581030352e+01°)
3.39873999655525e+01	(-3.35630853312894e+01dB,8.42652108864137e+01°)
3.40109664025744e+01	(-3.35571248870639e+01dB,8.42612609875159e+01°)
3.40345491802682e+01	(-3.35511645254549e+01dB,8.42573084045945e+01°)
3.40581483099643e+01	(-3.35452042465745e+01dB,8.42533531359007e+01°)
3.40817638030012e+01	(-3.35392440505352e+01dB,8.42493951796850e+01°)
3.41053956707248e+01	(-3.35332839374497e+01dB,8.42454345341970e+01°)
3.41290439244893e+01	(-3.35273239074307e+01dB,8.42414711976852e+01°)
3.41527085756564e+01	(-3.35213639605912e+01dB,8.42375051683970e+01°)
3.41763896355959e+01	(-3.35154040970441e+01dB,8.42335364445791e+01°)
3.42000871156855e+01	(-3.35094443169028e+01dB,8.42295650244768e+01°)
3.42238010273107e+01	(-3.35034846202805e+01dB,8.42255909063349e+01°)
3.42475313818649e+01	(-3.34975250072908e+01dB,8.42216140883969e+01°)
3.42712781907494e+01	(-3.34915654780474e+01dB,8.42176345689054e+01°)
3.42950414653735e+01	(-3.34856060326641e+01dB,8.42136523461020e+01°)
3.43188212171543e+01	(-3.34796466712548e+01dB,8.42096674182273e+01°)
3.43426174575168e+01	(-3.34736873939337e+01dB,8.42056797835209e+01°)
3.43664301978940e+01	(-3.34677282008150e+01dB,8.42016894402216e+01°)
3.43902594497269e+01	(-3.34617690920133e+01dB,8.41976963865669e+01°)
3.44141052244643e+01	(-3.34558100676429e+01dB,8.41937006207936e+01°)
3.44379675335628e+01	(-3.34498511278188e+01dB,8.41897021411373e+01°)
3.44618463884874e+01	(-3.34438922726557e+01dB,8.41857009458328e+01°)
3.44857418007105e+01	(-3.34379335022687e+01dB,8.41816970331138e+01°)
3.45096537817129e+01	(-3.34319748167730e+01dB,8.41776904012129e+01°)
3.45335823429832e+01	(-3.34260162162840e+01dB,8.41736810483620e+01°)
3.45575274960178e+01	(-3.34200577009170e+01dB,8.41696689727918e+01°)
3.45814892523213e+01	(-3.34140992707879e+01dB,8.41656541727320e+01°)
3.46054676234063e+01	(-3.34081409260123e+01dB,8.41616366464115e+01°)
3.46294626207931e+01	(-3.34021826667063e+01dB,8.41576163920579e+01°)
3.46534742560102e+01	(-3.33962244929859e+01dB,8.41535934078983e+01°)
3.46775025405942e+01	(-3.33902664049674e+01dB,8.41495676921583e+01°)
3.47015474860895e+01	(-3.33843084027673e+01dB,8.41455392430627e+01°)
3.47256091040485e+01	(-3.33783504865021e+01dB,8.41415080588354e+01°)
3.47496874060317e+01	(-3.33723926562885e+01dB,8.41374741376993e+01°)
3.47737824036077e+01	(-3.33664349122434e+01dB,8.41334374778763e+01°)
3.47978941083528e+01	(-3.33604772544839e+01dB,8.41293980775870e+01°)
3.48220225318518e+01	(-3.33545196831271e+01dB,8.41253559350515e+01°)
3.48461676856971e+01	(-3.33485621982905e+01dB,8.41213110484887e+01°)
3.48703295814893e+01	(-3.33426048000915e+01dB,8.41172634161164e+01°)
3.48945082308372e+01	(-3.33366474886477e+01dB,8.41132130361515e+01°)
3.49187036453574e+01	(-3.33306902640771e+01dB,8.41091599068100e+01°)
3.49429158366746e+01	(-3.33247331264975e+01dB,8.41051040263068e+01°)
3.49671448164218e+01	(-3.33187760760271e+01dB,8.41010453928557e+01°)
3.49913905962397e+01	(-3.33128191127843e+01dB,8.40969840046698e+01°)
3.50156531877774e+01	(-3.33068622368874e+01dB,8.40929198599610e+01°)
3.50399326026919e+01	(-3.33009054484550e+01dB,8.40888529569403e+01°)
3.50642288526483e+01	(-3.32949487476059e+01dB,8.40847832938176e+01°)
3.50885419493198e+01	(-3.32889921344591e+01dB,8.40807108688019e+01°)
3.51128719043877e+01	(-3.32830356091336e+01dB,8.40766356801011e+01°)
3.51372187295414e+01	(-3.32770791717486e+01dB,8.40725577259224e+01°)
3.51615824364784e+01	(-3.32711228224236e+01dB,8.40684770044715e+01°)
3.51859630369044e+01	(-3.32651665612781e+01dB,8.40643935139537e+01°)
3.52103605425330e+01	(-3.32592103884317e+01dB,8.40603072525728e+01°)
3.52347749650861e+01	(-3.32532543040045e+01dB,8.40562182185319e+01°)
3.52592063162938e+01	(-3.32472983081163e+01dB,8.40521264100330e+01°)
3.52836546078940e+01	(-3.32413424008875e+01dB,8.40480318252772e+01°)
3.53081198516332e+01	(-3.32353865824382e+01dB,8.40439344624644e+01°)
3.53326020592656e+01	(-3.32294308528892e+01dB,8.40398343197938e+01°)
3.53571012425538e+01	(-3.32234752123609e+01dB,8.40357313954634e+01°)
3.53816174132686e+01	(-3.32175196609743e+01dB,8.40316256876701e+01°)
3.54061505831888e+01	(-3.32115641988503e+01dB,8.40275171946102e+01°)
3.54307007641014e+01	(-3.32056088261101e+01dB,8.40234059144786e+01°)
3.54552679678017e+01	(-3.31996535428750e+01dB,8.40192918454694e+01°)
3.54798522060930e+01	(-3.31936983492664e+01dB,8.40151749857757e+01°)
3.55044534907870e+01	(-3.31877432454060e+01dB,8.40110553335896e+01°)
3.55290718337033e+01	(-3.31817882314156e+01dB,8.40069328871021e+01°)
3.55537072466699e+01	(-3.31758333074172e+01dB,8.40028076445034e+01°)
3.55783597415230e+01	(-3.31698784735328e+01dB,8.39986796039825e+01°)
3.56030293301069e+01	(-3.31639237298847e+01dB,8.39945487637275e+01°)
3.56277160242743e+01	(-3.31579690765955e+01dB,8.39904151219256e+01°)
3.56524198358860e+01	(-3.31520145137876e+01dB,8.39862786767628e+01°)
3.56771407768108e+01	(-3.31460600415838e+01dB,8.39821394264243e+01°)
3.57018788589262e+01	(-3.31401056601071e+01dB,8.39779973690941e+01°)
3.57266340941175e+01	(-3.31341513694806e+01dB,8.39738525029554e+01°)
3.57514064942786e+01	(-3.31281971698275e+01dB,8.39697048261902e+01°)
3.57761960713114e+01	(-3.31222430612712e+01dB,8.39655543369798e+01°)
3.58010028371260e+01	(-3.31162890439353e+01dB,8.39614010335042e+01°)
3.58258268036411e+01	(-3.31103351179436e+01dB,8.39572449139425e+01°)
3.58506679827834e+01	(-3.31043812834200e+01dB,8.39530859764730e+01°)
3.58755263864878e+01	(-3.30984275404885e+01dB,8.39489242192726e+01°)
3.59004020266976e+01	(-3.30924738892734e+01dB,8.39447596405176e+01°)
3.59252949153646e+01	(-3.30865203298990e+01dB,8.39405922383831e+01°)
3.59502050644484e+01	(-3.30805668624901e+01dB,8.39364220110432e+01°)
3.59751324859173e+01	(-3.30746134871712e+01dB,8.39322489566710e+01°)
3.60000771917477e+01	(-3.30686602040672e+01dB,8.39280730734387e+01°)
3.60250391939244e+01	(-3.30627070133034e+01dB,8.39238943595175e+01°)
3.60500185044405e+01	(-3.30567539150048e+01dB,8.39197128130774e+01°)
3.60750151352972e+01	(-3.30508009092968e+01dB,8.39155284322876e+01°)
3.61000290985045e+01	(-3.30448479963051e+01dB,8.39113412153163e+01°)
3.61250604060802e+01	(-3.30388951761554e+01dB,8.39071511603306e+01°)
3.61501090700507e+01	(-3.30329424489735e+01dB,8.39029582654966e+01°)
3.61751751024508e+01	(-3.30269898148855e+01dB,8.38987625289796e+01°)
3.62002585153235e+01	(-3.30210372740176e+01dB,8.38945639489435e+01°)
3.62253593207202e+01	(-3.30150848264963e+01dB,8.38903625235516e+01°)
3.62504775307007e+01	(-3.30091324724481e+01dB,8.38861582509661e+01°)
3.62756131573330e+01	(-3.30031802119997e+01dB,8.38819511293480e+01°)
3.63007662126938e+01	(-3.29972280452780e+01dB,8.38777411568575e+01°)
3.63259367088677e+01	(-3.29912759724101e+01dB,8.38735283316538e+01°)
3.63511246579482e+01	(-3.29853239935232e+01dB,8.38693126518950e+01°)
3.63763300720367e+01	(-3.29793721087447e+01dB,8.38650941157382e+01°)
3.64015529632433e+01	(-3.29734203182022e+01dB,8.38608727213395e+01°)
3.64267933436865e+01	(-3.29674686220235e+01dB,8.38566484668542e+01°)
3.64520512254931e+01	(-3.29615170203363e+01dB,8.38524213504364e+01°)
3.64773266207982e+01	(-3.29555655132689e+01dB,8.38481913702391e+01°)
3.65026195417455e+01	(-3.29496141009495e+01dB,8.38439585244146e+01°)
3.65279300004871e+01	(-3.29436627835064e+01dB,8.38397228111139e+01°)
3.65532580091834e+01	(-3.29377115610683e+01dB,8.38354842284872e+01°)
3.65786035800035e+01	(-3.29317604337640e+01dB,8.38312427746837e+01°)
3.66039667251246e+01	(-3.29258094017222e+01dB,8.38269984478513e+01°)
3.66293474567325e+01	(-3.29198584650722e+01dB,8.38227512461374e+01°)
3.66547457870215e+01	(-3.29139076239433e+01dB,8.38185011676879e+01°)
3.66801617281943e+01	(-3.29079568784647e+01dB,8.38142482106481e+01°)
3.67055952924621e+01	(-3.29020062287663e+01dB,8.38099923731620e+01°)
3.67310464920444e+01	(-3.28960556749777e+01dB,8.38057336533728e+01°)
3.67565153391695e+01	(-3.28901052172289e+01dB,8.38014720494225e+01°)
3.67820018460738e+01	(-3.28841548556500e+01dB,8.37972075594523e+01°)
3.68075060250025e+01	(-3.28782045903713e+01dB,8.37929401816023e+01°)
3.68330278882091e+01	(-3.28722544215233e+01dB,8.37886699140115e+01°)
3.68585674479557e+01	(-3.28663043492367e+01dB,8.37843967548181e+01°)
3.68841247165128e+01	(-3.28603543736422e+01dB,8.37801207021592e+01°)
3.69096997061595e+01	(-3.28544044948708e+01dB,8.37758417541709e+01°)
3.69352924291834e+01	(-3.28484547130538e+01dB,8.37715599089882e+01°)
3.69609028978805e+01	(-3.28425050283224e+01dB,8.37672751647453e+01°)
3.69865311245556e+01	(-3.28365554408081e+01dB,8.37629875195752e+01°)
3.70121771215217e+01	(-3.28306059506426e+01dB,8.37586969716100e+01°)
3.70378409011006e+01	(-3.28246565579578e+01dB,8.37544035189808e+01°)
3.70635224756224e+01	(-3.28187072628857e+01dB,8.37501071598176e+01°)
3.70892218574261e+01	(-3.28127580655585e+01dB,8.37458078922495e+01°)
3.71149390588589e+01	(-3.28068089661086e+01dB,8.37415057144045e+01°)
3.71406740922768e+01	(-3.28008599646685e+01dB,8.37372006244098e+01°)
3.71664269700442e+01	(-3.27949110613711e+01dB,8.37328926203913e+01°)
3.71921977045341e+01	(-3.27889622563490e+01dB,8.37285817004742e+01°)
3.72179863081283e+01	(-3.27830135497356e+01dB,8.37242678627824e+01°)
3.72437927932168e+01	(-3.27770649416639e+01dB,8.37199511054390e+01°)
3.72696171721986e+01	(-3.27711164322675e+01dB,8.37156314265659e+01°)
3.72954594574810e+01	(-3.27651680216799e+01dB,8.37113088242843e+01°)
3.73213196614800e+01	(-3.27592197100350e+01dB,8.37069832967142e+01°)
3.73471977966202e+01	(-3.27532714974666e+01dB,8.37026548419745e+01°)
3.73730938753349e+01	(-3.27473233841090e+01dB,8.36983234581834e+01°)
3.73990079100659e+01	(-3.27413753700964e+01dB,8.36939891434576e+01°)
3.74249399132637e+01	(-3.27354274555634e+01dB,8.36896518959133e+01°)
3.74508898973874e+01	(-3.27294796406445e+01dB,8.36853117136655e+01°)
3.74768578749048e+01	(-3.27235319254747e+01dB,8.36809685948282e+01°)
3.75028438582922e+01	(-3.27175843101890e+01dB,8.36766225375142e+01°)
3.75288478600346e+01	(-3.27116367949226e+01dB,8.36722735398356e+01°)
3.75548698926259e+01	(-3.27056893798108e+01dB,8.36679215999034e+01°)
3.75809099685683e+01	(-3.26997420649892e+01dB,8.36635667158275e+01°)
3.76069681003729e+01	(-3.26937948505936e+01dB,8.36592088857168e+01°)
3.76330443005593e+01	(-3.26878477367599e+01dB,8.36548481076793e+01°)
3.76591385816561e+01	(-3.26819007236242e+01dB,8.36504843798220e+01°)
3.76852509562002e+01	(-3.26759538113226e+01dB,8.36461177002507e+01°)
3.77113814367374e+01	(-3.26700069999919e+01dB,8.36417480670704e+01°)
3.77375300358223e+01	(-3.26640602897684e+01dB,8.36373754783851e+01°)
3.77636967660179e+01	(-3.26581136807891e+01dB,8.36329999322975e+01°)
3.77898816398961e+01	(-3.26521671731910e+01dB,8.36286214269097e+01°)
3.78160846700376e+01	(-3.26462207671112e+01dB,8.36242399603224e+01°)
3.78423058690317e+01	(-3.26402744626870e+01dB,8.36198555306357e+01°)
3.78685452494765e+01	(-3.26343282600562e+01dB,8.36154681359484e+01°)
3.78948028239786e+01	(-3.26283821593562e+01dB,8.36110777743583e+01°)
3.79210786051537e+01	(-3.26224361607252e+01dB,8.36066844439623e+01°)
3.79473726056261e+01	(-3.26164902643010e+01dB,8.36022881428563e+01°)
3.79736848380287e+01	(-3.26105444702221e+01dB,8.35978888691351e+01°)
3.80000153150034e+01	(-3.26045987786268e+01dB,8.35934866208926e+01°)
3.80263640492007e+01	(-3.25986531896538e+01dB,8.35890813962216e+01°)
3.80527310532799e+01	(-3.25927077034419e+01dB,8.35846731932139e+01°)
3.80791163399092e+01	(-3.25867623201301e+01dB,8.35802620099603e+01°)
3.81055199217655e+01	(-3.25808170398576e+01dB,8.35758478445507e+01°)
3.81319418115344e+01	(-3.25748718627638e+01dB,8.35714306950739e+01°)
3.81583820219103e+01	(-3.25689267889880e+01dB,8.35670105596175e+01°)
3.81848405655967e+01	(-3.25629818186703e+01dB,8.35625874362685e+01°)
3.82113174553055e+01	(-3.25570369519503e+01dB,8.35581613231126e+01°)
3.82378127037577e+01	(-3.25510921889683e+01dB,8.35537322182346e+01°)
3.82643263236830e+01	(-3.25451475298645e+01dB,8.35493001197182e+01°)
